title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Justice League: Chronicles,GBA,Platform,Midway Games,3.5,0.04,0.03,0.0,0.01,0.0,2003-11-12
Grand Theft Auto: Vice City,PC,Action,Rockstar Games,9.0,0.04,0.0,0.0,0.03,0.0,2003-05-12
Catwoman,GBA,Platform,Electronic Arts,6.1,0.04,0.03,0.0,0.01,0.0,2004-07-20
Hot Potato!,GBA,Action,BAM! Entertainment,7.7,0.04,0.03,0.0,0.01,0.0,2001-07-01
Dragon Ball: Advanced Adventure,GBA,Action,Atari,7.7,0.04,0.03,0.0,0.01,0.0,2006-06-06
Max Payne,GBA,Action,Rockstar Games,7.8,0.03,0.02,0.0,0.01,0.0,2003-12-18
Jet Grind Radio,GBA,Action,THQ,7.1,0.03,0.02,0.0,0.01,0.0,2003-06-26
Bully: Scholarship Edition,PC,Action,Rockstar Games,6.6,0.03,0.0,0.0,0.02,0.0,2008-10-21
Charlie Blasts Territory,N64,Action,Kemco,5.9,0.03,0.02,0.0,0.01,0.0,1999-04-30
Star Wars: The Force Unleashed II,PC,Action,LucasArts,6.2,0.03,0.03,0.0,0.0,0.0,2010-10-26
Gekido Advance: Kintaro's Revenge,GBA,Action,"Destination Software, Inc",7.7,0.03,0.02,0.0,0.01,0.0,2003-11-25
Castlevania: Lords of Shadow - Reverie,PSN,Action,Konami,7.0,0.03,0.02,0.0,0.0,0.0,2011-03-22
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,Action,THQ,4.6,0.03,0.02,0.0,0.01,0.0,2003-06-24
RoadKill,GC,Action,Midway Games,7.7,0.03,0.02,0.0,0.01,0.0,2003-10-30
007: Quantum of Solace,PC,Action,Activision,7.1,0.03,0.01,0.0,0.01,0.0,2008-11-04
Disney's Hide & Sneak,GC,Action,Capcom,4.7,0.03,0.03,0.0,0.01,0.0,2003-11-30
Red Faction: Guerrilla,PC,Shooter,THQ,8.3,0.03,0.0,0.0,0.03,0.0,2009-09-15
Max Payne 2: The Fall of Max Payne,PC,Shooter,Rockstar Games,9.1,0.03,0.0,0.0,0.02,0.0,2003-10-14
Greg Hastings' Tournament Paintball Max'd,GBA,Shooter,Activision,2.2,0.03,0.02,0.0,0.01,0.0,2006-01-31
Gotcha Force,GC,Shooter,Capcom,5.8,0.03,0.01,0.01,0.0,0.0,2003-12-03
Batman Forever: The Arcade Game,PS,Action,Acclaim Entertainment,5.2,0.03,0.02,0.0,0.01,0.0,1996-12-03
Metal Gear Solid: Snake Eater 3D,3DS,Action,Konami,7.9,0.03,0.03,0.0,0.0,0.0,2012-02-21
"Crouching Tiger, Hidden Dragon",GBA,Action,Ubisoft,5.9,0.03,0.02,0.0,0.01,0.0,2005-10-09
Code of  Princess EX,NS,Action,Nicalis,7.2,0.03,0.02,0.01,0.0,0.0,2018-07-31
Hitman: Blood Money,PC,Action,Eidos Interactive,8.0,0.03,0.0,0.0,0.03,0.0,2006-05-30
Radiant Silvergun,SAT,Shooter,ESP,9.0,0.03,0.0,0.03,0.0,0.0,1998-07-23
S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,Koch Media,7.0,0.03,0.0,0.0,0.03,0.0,2008-09-15
Red Faction II,GC,Shooter,THQ,8.1,0.03,0.03,0.0,0.01,0.0,2003-03-31
The Sum of All Fears,GC,Shooter,Ubisoft,3.2,0.03,0.03,0.0,0.01,0.0,2003-01-09
Ratatouille,PC,Platform,THQ,6.0,0.03,0.01,0.0,0.01,0.0,2007-06-26
Klonoa 2: Dream Champ Tournament,GBA,Platform,Namco,8.1,0.03,0.02,0.0,0.01,0.0,2005-02-23
Starshot: Space Circus Fever,N64,Platform,Infogrames,5.2,0.03,0.02,0.0,0.01,0.0,1999-06-30
CT Special Forces,GBA,Action,Hip Interactive,5.9,0.03,0.02,0.0,0.01,0.0,2004-01-04
Dr. Muto,GC,Platform,Midway Games,7.5,0.03,0.02,0.0,0.01,0.0,2002-12-17
Earthworm Jim 2,GBA,Platform,Majesco,4.7,0.03,0.02,0.0,0.01,0.0,2002-05-31
Alienators: Evolution Continues,GBA,Action,Activision,7.0,0.03,0.03,0.0,0.01,0.0,2001-11-07
The Flintstones: Big Trouble in Bedrock,GBA,Platform,Crave Entertainment,4.0,0.03,0.02,0.0,0.01,0.0,2001-12-09
Rayman 3: Hoodlum Havoc,PC,Platform,Ubisoft,8.2,0.03,0.0,0.0,0.03,0.0,2003-03-24
Disney's Aladdin,GBA,Platform,Capcom,5.9,0.03,0.02,0.0,0.01,0.0,2004-09-28
Open Season,PS2,Platform,Ubisoft,6.4,0.03,0.01,0.0,0.01,0.0,2006-09-19
Bookworm,GBA,Puzzle,Majesco,6.0,0.03,0.02,0.0,0.01,0.0,2004-06-30
Hot Pixel,PSP,Puzzle,Atari,5.7,0.03,0.03,0.0,0.0,0.0,2007-10-02
Atomic Betty,GBA,Puzzle,Namco,6.0,0.03,0.02,0.0,0.01,0.0,2005-10-25
World of Goo,PC,Puzzle,Take-Two Interactive,9.0,0.03,0.0,0.0,0.03,0.01,2008-10-21
Men of War,PC,Strategy,Aspyr,9.0,0.03,0.01,0.0,0.02,0.0,2009-03-16
Homeworld 2,PC,Strategy,Sierra Entertainment,8.1,0.03,0.0,0.0,0.03,0.0,2003-09-16
Empire Earth II,PC,Strategy,VU Games,8.0,0.03,0.0,0.0,0.03,0.0,2005-04-26
A Game of Thrones: Genesis,PC,Strategy,Focus Home Interactive,4.9,0.03,0.0,0.0,0.03,0.0,2011-09-28
Rise of Nations: Rise of Legends,PC,Strategy,Microsoft Game Studios,8.3,0.03,0.0,0.0,0.03,0.01,2006-05-09
Railroad Tycoon 3,PC,Strategy,Gathering of Developers,8.8,0.03,0.0,0.0,0.03,0.0,2003-10-28
World in Conflict,PC,Strategy,Sierra Entertainment,9.1,0.03,0.0,0.0,0.03,0.0,2007-09-18
Gauntlet / Rampart,GBA,Misc,DSI Games,4.0,0.03,0.02,0.0,0.01,0.0,2005-11-03
Syberia,PC,Adventure,The Adventure Company,8.0,0.03,0.0,0.0,0.02,0.0,2002-09-01
Tail Concerto,PS,Adventure,Atlus,7.3,0.03,0.02,0.0,0.01,0.0,1999-08-31
Backyard NFL Football 2006,GBA,Sports,Atari,5.5,0.03,0.02,0.0,0.01,0.0,2005-10-18
3D Baseball,PS,Sports,Mindscape,7.6,0.03,0.02,0.0,0.01,0.0,1996-11-27
Major League Baseball 2K8,PSP,Sports,2K Sports,6.5,0.03,0.03,0.0,0.0,0.0,2008-03-03
FIFA World Cup: Germany 2006,GBA,Sports,EA Sports,4.3,0.03,0.02,0.0,0.01,0.0,2006-04-24
Elf Bowling 1 & 2,GBA,Sports,Ignition Entertainment,1.4,0.03,0.02,0.0,0.01,0.0,2005-11-28
Agony,PS4,Action-Adventure,Maximum Games,5.0,0.03,0.02,0.0,0.0,0.0,2018-05-29
Go! Go! Hypergrind,GC,Sports,Atlus,6.5,0.03,0.02,0.0,0.01,0.0,2003-11-18
NBA 08,PSP,Sports,Sony Computer Entertainment,7.2,0.03,0.03,0.0,0.0,0.0,2007-10-12
NBA 2K13,PC,Sports,2K Sports,9.1,0.03,0.0,0.0,0.02,0.0,2012-10-02
Cabela's Dangerous Hunts 2,GC,Sports,Activision,6.5,0.03,0.03,0.0,0.01,0.0,2005-11-16
Penny-Punching Princess,NS,Misc,NIS America,6.5,0.03,0.03,0.0,0.0,0.0,2018-04-03
Disney Sports Soccer,GBA,Sports,Konami,7.3,0.03,0.02,0.0,0.01,0.0,2002-11-11
NBA 2K7,XB,Sports,2K Sports,8.4,0.03,0.02,0.0,0.01,0.0,2006-09-25
Dave Mirra Freestyle BMX 3,GBA,Sports,Acclaim Entertainment,8.0,0.03,0.02,0.0,0.01,0.0,2002-11-26
World Series of Poker: Tournament of Champions 2007 Edition,PS2,Misc,Activision,6.4,0.03,0.02,0.0,0.01,0.0,2006-09-21
Auto Modellista,GC,Racing,Capcom,5.9,0.03,0.02,0.0,0.01,0.0,2003-09-30
Baldur's Gate: Dark Alliance,GBA,Role-Playing,"Destination Software, Inc",8.0,0.03,0.02,0.0,0.01,0.0,2004-02-10
Age of Conan: Rise of the Godslayer,PC,Role-Playing,Funcom,7.9,0.03,0.0,0.0,0.02,0.0,2010-05-11
The Lost Child,NS,Role-Playing,NIS America,7.5,0.03,0.02,0.0,0.0,0.0,2018-06-19
Metal Saga,PS2,Role-Playing,Atlus,6.1,0.03,0.01,0.0,0.01,0.0,2006-04-25
Guild Wars: Nightfall,PC,Role-Playing,NCSoft,8.0,0.03,0.0,0.0,0.02,0.0,2006-10-26
Driver: Parallel Lines,Wii,Racing,Ubisoft,5.9,0.03,0.01,0.0,0.01,0.0,2007-06-26
Driven,GBA,Racing,BAM! Entertainment,6.8,0.03,0.02,0.0,0.01,0.0,2001-11-28
Graffiti Kingdom,PS2,Role-Playing,Hot-B,7.2,0.03,0.01,0.0,0.01,0.0,2005-07-28
CIMA: The Enemy,GBA,Role-Playing,Natsume,6.8,0.03,0.02,0.0,0.01,0.0,2003-11-17
Planescape: Torment,PC,Role-Playing,Interplay,8.8,0.03,0.01,0.0,0.02,0.0,1999-11-30
Zatch Bell! Electric Arena,GBA,Fighting,Bandai,4.4,0.03,0.02,0.0,0.01,0.0,2005-11-22
Crimson Tears,PS2,Role-Playing,Capcom,5.9,0.03,0.02,0.0,0.01,0.0,2004-07-21
Astonishia Story,PSP,Role-Playing,Ubisoft,4.8,0.03,0.03,0.0,0.0,0.0,2006-06-06
SoulCalibur II(JP sales),XB,Fighting,Namco,9.3,0.03,0.0,0.03,0.0,0.0,2003-08-27
Animal Boxing,DS,Fighting,Destineer,6.1,0.03,0.03,0.0,0.0,0.0,2008-12-02
Legend of the Dragon,PSP,Fighting,Game Factory,2.9,0.03,0.03,0.0,0.0,0.0,2007-05-29
Guilty Gear XX Accent Core Plus,Wii,Fighting,Aksys Games,7.0,0.03,0.01,0.0,0.02,0.0,2009-05-12
NHL 07,XB,Sports,EA Sports,7.6,0.03,0.02,0.0,0.01,0.0,2006-09-12
Madden NFL 07,GBA,Sports,EA Sports,7.0,0.03,0.02,0.0,0.01,0.0,2006-08-22
Roadsters,PS,Racing,Titus,4.5,0.03,0.02,0.0,0.01,0.0,2000-03-21
Drome Racers,GBA,Racing,THQ,7.5,0.03,0.02,0.0,0.01,0.0,2003-06-19
Stardew Valley,XOne,Simulation,505 Games,8.8,0.03,0.02,0.0,0.0,0.0,2017-04-11
Armored Core: Last Raven Portable,PSP,Simulation,From Software,5.0,0.03,0.0,0.03,0.0,0.0,2010-03-04
Blazing Angels: Squadrons of WWII,PC,Simulation,Ubisoft,6.9,0.03,0.03,0.0,0.0,0.0,2006-03-28
Armored Core SL: Silent Line Portable,PSP,Simulation,From Software,5.8,0.03,0.0,0.03,0.0,0.0,2009-11-19
Justice League Heroes: The Flash,GBA,Action,Warner Bros. Interactive,8.0,0.03,0.02,0.0,0.01,0.0,2006-10-17
Charlie's Angels,GC,Action,Ubisoft,2.5,0.02,0.01,0.0,0.0,0.0,2003-07-09
Kong: The Animated Series,GBA,Action,BAM! Entertainment,5.0,0.02,0.01,0.0,0.0,0.0,2002-08-20
Spider-Man: Web of Shadows,PC,Action,Activision,5.3,0.02,0.0,0.0,0.02,0.0,2008-10-28
Worldwide Soccer Manager 2007,PC,Sports,Sega,8.9,0.02,0.0,0.0,0.02,0.0,2006-10-01
Adidas Power Soccer 98,PS,Sports,Psygnosis,5.8,0.02,0.01,0.0,0.01,0.0,1998-06-30
Tenkai Knights: Brave Battle,3DS,Action,Namco Bandai Games,4.5,0.02,0.01,0.0,0.01,0.0,2014-10-07
Rule of Rose,PS2,Action,Atlus,5.9,0.02,0.01,0.0,0.01,0.0,2006-09-12
Viva Pinata,PC,Simulation,Microsoft Game Studios,8.0,0.02,0.0,0.0,0.02,0.0,2007-11-06
Disney Sports Football,GBA,Sports,Konami,6.2,0.02,0.01,0.0,0.01,0.0,2002-11-05
Football Manager 2007,X360,Sports,Sega,8.4,0.02,0.0,0.0,0.01,0.0,2006-12-01
Star Trek: Legacy,PC,Simulation,Bethesda Softworks,5.3,0.02,0.0,0.0,0.01,0.0,2006-12-05
Assetto Corsa,XOne,Racing,505 Games,6.0,0.02,0.0,0.0,0.01,0.0,2016-08-30
Top Gear RPM Tuning,XB,Racing,Kemco,4.9,0.02,0.01,0.0,0.0,0.0,2005-02-16
Davis Cup Tennis,GBA,Sports,Ubisoft,6.4,0.02,0.01,0.0,0.0,0.0,2002-10-14
Disney Sports Basketball,GBA,Sports,Konami,6.7,0.02,0.01,0.0,0.0,0.0,2002-11-23
F1 2002,GBA,Racing,"Destination Software, Inc",6.5,0.02,0.01,0.0,0.01,0.0,2003-01-07
Fuel,PC,Racing,Codemasters,6.4,0.02,0.0,0.0,0.02,0.0,2009-06-23
Need for Speed: Payback,PC,Racing,Electronic Arts,6.5,0.02,0.0,0.0,0.02,0.0,2017-11-10
Test Drive Unlimited,PC,Racing,Atari,7.8,0.02,0.0,0.0,0.02,0.0,2007-03-20
XGRA: Extreme G Racing Association,GC,Racing,Acclaim Entertainment,7.4,0.02,0.02,0.0,0.0,0.0,2003-11-24
Bomberman Fantasy Race,PS,Racing,Atlus,6.3,0.02,0.01,0.0,0.01,0.0,1999-03-31
Colin McRae Rally 2.0,GBA,Racing,Codemasters,8.5,0.02,0.02,0.0,0.01,0.0,2002-09-16
Speed Kings,GC,Racing,Acclaim Entertainment,6.7,0.02,0.01,0.0,0.0,0.0,2003-05-28
Tube Slider,GC,Racing,NEC Interchannel,5.9,0.02,0.02,0.0,0.0,0.0,2003-04-17
Kensei: Sacred Fist,PS,Fighting,Konami,5.7,0.02,0.01,0.0,0.01,0.0,1998-11-30
Undertale,NS,Role-Playing,8-4,9.0,0.02,0.0,0.02,0.0,0.0,2018-09-18
Bottom of the 9th '97,PS,Sports,Konami,6.0,0.02,0.01,0.0,0.01,0.0,1997-06-01
Lost Sphear,PS4,Role-Playing,Square Enix,6.0,0.02,0.0,0.02,0.0,0.0,2018-01-23
Bugriders: The Race of Kings,PS,Racing,GT Interactive,3.0,0.02,0.01,0.0,0.01,0.0,1997-11-01
DemiKids: Dark Version,GBA,Role-Playing,Atlus,6.6,0.02,0.02,0.0,0.01,0.0,2003-10-07
DemiKids: Light Version,GBA,Role-Playing,Atlus,6.6,0.02,0.02,0.0,0.01,0.0,2003-10-06
Neverwinter Nights 2,PC,Role-Playing,Atari,8.0,0.02,0.0,0.0,0.02,0.0,2006-11-01
Mount & Blade,PC,Role-Playing,Paradox Interactive,7.2,0.02,0.0,0.0,0.02,0.0,2008-09-16
Star Trek Online,PC,Role-Playing,Atari,5.9,0.02,0.0,0.0,0.02,0.0,2010-02-02
Fallen Legion: Rise to Glory,NS,Role-Playing,NIS America,7.0,0.02,0.01,0.0,0.0,0.0,2018-05-29
Two Worlds,PC,Role-Playing,SouthPeak Interactive,7.4,0.02,0.0,0.0,0.02,0.0,2007-08-23
Car Battler Joe,GBA,Role-Playing,Mindscape,7.9,0.02,0.01,0.0,0.01,0.0,2002-10-21
République,PS4,Action-Adventure,GungHo Online Entertainment,6.5,0.02,0.0,0.01,0.01,0.0,2016-03-22
Aedis Eclipse: Generation of Chaos,PSP,Role-Playing,NIS America,5.8,0.02,0.02,0.0,0.0,0.0,2007-04-24
Ceville,PC,Adventure,Kalypso,9.0,0.02,0.0,0.0,0.02,0.0,2009-04-09
Gal Metal!,NS,Music,Xseed Games,7.0,0.02,0.01,0.01,0.0,0.0,2018-10-30
Tycoon City: New York,PC,Strategy,Atari,6.2,0.02,0.0,0.0,0.02,0.0,2006-02-21
Future Tactics: The Uprising,GC,Strategy,Crave Entertainment,6.8,0.02,0.02,0.0,0.0,0.0,2004-05-10
Goblin Commander: Unleash the Horde,GC,Strategy,Jaleco,7.4,0.02,0.01,0.0,0.0,0.0,2003-12-16
Stronghold Crusader Extreme,PC,Strategy,Gamecock,4.3,0.02,0.0,0.0,0.02,0.0,2008-06-02
Demigod,PC,Strategy,Atari,7.2,0.02,0.0,0.0,0.02,0.0,2009-04-14
The Lord of the Rings: The Battle for Middle-Earth II,PC,Strategy,Electronic Arts,8.2,0.02,0.01,0.0,0.01,0.0,2006-03-02
Trapped Dead,PC,Strategy,Meridian4,4.0,0.02,0.0,0.0,0.02,0.0,2011-02-25
"Warhammer 40,000: Dawn of War: Soulstorm",PC,Strategy,THQ,6.9,0.02,0.0,0.0,0.02,0.0,2008-03-04
Mario vs. Donkey Kong: Tipping Stars,WiiU,Puzzle,Nintendo,6.4,0.02,0.0,0.02,0.0,0.0,2015-03-05
ZooCube,GC,Puzzle,Acclaim Entertainment,6.9,0.02,0.02,0.0,0.0,0.0,2002-05-05
Crime Scene,DS,Adventure,SouthPeak Interactive,8.0,0.02,0.0,0.0,0.02,0.0,2010-02-16
Barbie as the Princess and the Pauper,GBA,Adventure,Knowledge Adventure,6.0,0.02,0.01,0.0,0.0,0.0,2004-09-12
Still Life 2,PC,Adventure,Encore,7.3,0.02,0.0,0.0,0.02,0.0,2009-08-11
Runner3,NS,Platform,Nicalis,7.5,0.02,0.02,0.0,0.0,0.0,2018-05-22
Ruff Trigger: The Vanocore Conspiracy,PS2,Platform,Natsume,5.9,0.02,0.01,0.0,0.01,0.0,2006-06-28
The Incredibles: Rise of the Underminer,PC,Platform,THQ,6.7,0.02,0.01,0.0,0.0,0.0,2005-10-24
Blender Bros.,GBA,Platform,Atari,7.4,0.02,0.02,0.0,0.01,0.0,2002-04-15
Ice Age: Dawn of the Dinosaurs,PC,Platform,Activision,6.8,0.02,0.02,0.0,0.0,0.0,2009-06-30
Spider-Man 3,PC,Platform,Activision,6.2,0.02,0.02,0.0,0.0,0.0,2007-05-04
Syberia II,PC,Adventure,The Adventure Company,7.5,0.02,0.0,0.0,0.01,0.0,2004-03-30
Terminator 3: The Redemption,GC,Shooter,Atari,6.8,0.02,0.02,0.0,0.0,0.0,2004-09-06
Kill.switch,GBA,Shooter,"Destination Software, Inc",7.5,0.02,0.02,0.0,0.01,0.0,2004-09-16
Brothers in Arms: Hell's Highway,PC,Shooter,Ubisoft,6.0,0.02,0.0,0.0,0.02,0.0,2008-10-07
The Haunted: Hell's Reach,PC,Shooter,Visco,5.3,0.02,0.02,0.0,0.0,0.0,2011-10-20
Dead to Rights,GBA,Shooter,Namco,3.6,0.02,0.01,0.0,0.0,0.0,2004-12-03
AirForce Delta Storm,GBA,Shooter,Konami,7.5,0.02,0.02,0.0,0.01,0.0,2002-09-16
Sniper Elite V2,WiiU,Shooter,505 Games,7.0,0.02,0.0,0.0,0.02,0.0,2013-05-21
Dark Void,PC,Action,Capcom,6.1,0.02,0.0,0.0,0.01,0.0,2010-01-19
Quake 4,PC,Shooter,Activision,8.1,0.02,0.0,0.0,0.02,0.0,2005-10-11
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,Action,Capcom,6.5,0.02,0.02,0.0,0.01,0.0,2005-06-14
Chicken Hunter,DS,Shooter,Mumbo Jumbo,3.5,0.02,0.02,0.0,0.0,0.0,2008-03-04
Max Payne,PC,Shooter,Gathering of Developers,9.2,0.02,0.0,0.0,0.02,0.0,2001-07-23
Legendary,PC,Shooter,Gamecock,4.0,0.02,0.0,0.0,0.02,0.0,2008-11-18
Dinotopia: The Sunstone Odyssey,GC,Action,TDK Mediactive,4.7,0.02,0.01,0.0,0.0,0.0,2003-07-23
LEGO Star Wars: The Video Game,PC,Action,Eidos Interactive,7.8,0.02,0.0,0.0,0.01,0.0,2005-04-02
Mission: Impossible - Operation Surma,GC,Action,Atari,7.3,0.02,0.01,0.0,0.0,0.0,2004-03-23
Games Explosion!,GBA,Action,THQ,4.0,0.02,0.01,0.0,0.0,0.0,2006-08-15
LEGO Star Wars II: The Original Trilogy,PC,Action,LucasArts,8.3,0.02,0.0,0.0,0.01,0.0,2006-09-12
Just Cause,PS2,Action,Eidos Interactive,6.9,0.02,0.01,0.0,0.01,0.0,2006-09-27
Yoku's Island Express,XOne,Action,Villa Gorilla,9.0,0.02,0.01,0.0,0.0,0.0,2018-06-19
Unreal Tournament 2004,PC,Shooter,Atari,9.4,0.02,0.0,0.0,0.02,0.0,2004-03-16
Trigger Man,GC,Shooter,Crave Entertainment,2.0,0.02,0.01,0.0,0.0,0.0,2004-10-05
Gears of War,PC,Shooter,Microsoft Game Studios,8.8,0.02,0.0,0.0,0.01,0.0,2007-11-06
Sniper Elite,PC,Shooter,Namco,7.4,0.02,0.0,0.0,0.01,0.0,2005-10-27
Tomb Raider: Legend,PC,Action,Eidos Interactive,8.0,0.02,0.0,0.0,0.02,0.0,2006-04-11
Just Cause,PC,Action,Eidos Interactive,7.3,0.02,0.0,0.0,0.01,0.0,2006-09-27
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Action,Activision,6.2,0.02,0.02,0.0,0.01,0.0,2005-10-11
The Lord of the Rings: Conquest,PC,Action,Electronic Arts,5.5,0.02,0.0,0.0,0.02,0.0,2009-01-13
Trine,PC,Platform,Nobilis,8.1,0.01,0.0,0.0,0.01,0.0,2009-07-02
Banjo-Kazooie,XBL,Platform,Microsoft Game Studios,7.0,0.01,0.0,0.0,0.01,0.0,2008-12-03
Kao the Kangaroo,GBA,Platform,Titus,3.9,0.01,0.01,0.0,0.0,0.0,2001-12-11
Spider-Man: Friend or Foe,PC,Action,Activision,5.6,0.01,0.01,0.0,0.0,0.0,2007-10-02
Grand Theft Auto III,PC,Action,Rockstar Games,9.1,0.01,0.0,0.0,0.01,0.0,2002-05-20
Blackthorne,GBA,Action,Blizzard Entertainment,7.1,0.01,0.01,0.0,0.0,0.0,2003-09-17
E.T. The Extra-Terrestrial,GBA,Action,NewKidCo,3.5,0.01,0.01,0.0,0.0,0.0,2001-12-14
Aquaman: Battle for Atlantis,GC,Action,TDK Mediactive,2.4,0.01,0.01,0.0,0.0,0.0,2003-07-23
Yoku's Island Express,NS,Action,Villa Gorilla,9.0,0.01,0.01,0.0,0.0,0.0,2018-06-19
James Bond 007: Blood Stone,PC,Action,Activision,6.2,0.01,0.01,0.0,0.0,0.0,2010-11-02
Bruce Lee: Return of the Legend,GBA,Action,Vivendi Games,8.4,0.01,0.01,0.0,0.0,0.0,2003-03-28
Yoku's Island Express,PS4,Action,Villa Gorilla,9.0,0.01,0.01,0.0,0.0,0.0,2018-06-19
Carmageddon 64,N64,Action,Titus,1.3,0.01,0.01,0.0,0.0,0.0,1999-12-05
Devil May Cry 3: Dante's Awakening Special Edition,PC,Action,Ubisoft,7.1,0.01,0.0,0.0,0.01,0.0,2006-10-16
Hugo: The Evil Mirror,GBA,Action,Namco,5.9,0.01,0.01,0.0,0.0,0.0,2005-04-24
Battle B-Daman,GBA,Action,Atlus,6.0,0.01,0.0,0.0,0.0,0.0,2006-07-26
Puyo Pop Fever,GC,Puzzle,Sega,7.9,0.01,0.01,0.0,0.0,0.0,2004-07-20
Capcom Puzzle World,PSP,Puzzle,Capcom,7.4,0.01,0.01,0.0,0.0,0.0,2007-02-06
Zuma's Revenge!,PC,Puzzle,PopCap Games,8.3,0.01,0.01,0.0,0.0,0.0,2009-09-16
Lionheart: Kings' Crusade,PC,Strategy,Paradox Interactive,6.3,0.01,0.0,0.0,0.01,0.0,2010-10-08
Shogun: Total War,PC,Strategy,Electronic Arts,8.8,0.01,0.0,0.0,0.01,0.0,2000-06-13
Command & Conquer: Generals,PC,Strategy,Electronic Arts,8.6,0.01,0.01,0.0,0.0,0.0,2003-02-10
MetropolisMania 2,PS2,Strategy,Natsume,4.3,0.01,0.0,0.0,0.0,0.0,2007-08-28
Zoo Tycoon 2: Extinct Animals,PC,Strategy,Microsoft Game Studios,7.6,0.01,0.01,0.0,0.0,0.0,2007-10-16
STORM: Frontline Nation,PC,Strategy,Viva Media,7.0,0.01,0.0,0.0,0.01,0.0,2011-06-28
Hospital Tycoon,PC,Strategy,Codemasters,4.0,0.01,0.0,0.0,0.01,0.0,2007-06-05
Battlestations: Midway,PC,Strategy,Eidos Interactive,7.7,0.01,0.0,0.0,0.01,0.0,2007-01-30
Command & Conquer 4: Tiberian Twilight,PC,Strategy,Electronic Arts,6.6,0.01,0.0,0.0,0.01,0.0,2010-03-16
Dr. Sudoku,GBA,Puzzle,Mastiff,6.7,0.01,0.0,0.0,0.0,0.0,2006-05-03
bit Generations: Dialhex,GBA,Puzzle,Nintendo,7.0,0.01,0.0,0.01,0.0,0.0,2006-07-13
Musynx,NS,Music,PM Studios,7.5,0.01,0.01,0.0,0.0,0.0,2018-06-19
Buzz! Quiz World,PSP,Misc,Sony Computer Entertainment,5.9,0.01,0.0,0.0,0.0,0.0,2009-12-18
Happy Birthdays,NS,Misc,NIS America,8.5,0.01,0.01,0.0,0.0,0.0,2018-06-05
Dawn of Discovery: Venice,PC,Simulation,Ubisoft,7.0,0.01,0.0,0.0,0.0,0.0,2010-02-26
After Burner: Black Falcon,PSP,Simulation,Sega,7.4,0.01,0.01,0.0,0.0,0.0,2007-03-20
Street Cleaning Simulator,PC,Simulation,Excalibur Publishing,1.5,0.01,0.0,0.0,0.01,0.0,2011-07-01
SimCity 3000 Unlimited,PC,Simulation,Electronic Arts,6.9,0.01,0.01,0.0,0.0,0.0,2000-05-16
Flipping Death,NS,Adventure,Rising Star,7.5,0.01,0.01,0.0,0.0,0.0,2018-10-16
Aliens versus Predator,PC,Shooter,Fox Interactive,8.7,0.01,0.0,0.0,0.01,0.0,1999-04-30
Defender,GBA,Shooter,Midway Games,3.5,0.01,0.0,0.0,0.0,0.0,2002-11-03
Duke Nukem Advance,GBA,Shooter,Take-Two Interactive,8.5,0.01,0.0,0.0,0.0,0.0,2002-08-12
Grooverider: Slot Car Thunder,GC,Racing,Encore,4.5,0.01,0.01,0.0,0.0,0.0,2003-09-28
DiRT 4,PC,Racing,Deep Silver,9.2,0.01,0.0,0.0,0.01,0.0,2017-06-06
Freekstyle,GBA,Racing,DSI Games,7.2,0.01,0.01,0.0,0.0,0.0,2003-08-30
Army Men: Air Combat - The Elite Missions,GC,Shooter,3DO,3.8,0.01,0.01,0.0,0.0,0.0,2003-03-25
The Chronicles of Riddick: Assault on Dark Athena,PC,Shooter,Atari,8.0,0.01,0.0,0.0,0.01,0.0,2009-04-07
CT Special Forces 2: Back in the Trenches,GBA,Shooter,Hip Interactive,7.4,0.01,0.01,0.0,0.0,0.0,2004-06-29
Deus Ex,PC,Shooter,Eidos Interactive,9.2,0.01,0.0,0.0,0.01,0.0,2000-06-26
Call of Duty,PC,Shooter,Activision,7.0,0.01,0.0,0.0,0.01,0.0,2003-10-29
Call of Juarez,PC,Shooter,Ubisoft,6.7,0.01,0.0,0.0,0.01,0.0,2007-06-12
Unreal Tournament 2003,PC,Shooter,Atari,9.0,0.01,0.0,0.0,0.01,0.0,2002-09-30
BlowOut,GC,Shooter,Majesco,6.5,0.01,0.01,0.0,0.0,0.0,2003-11-26
Space Raiders,GC,Shooter,Mastiff,2.9,0.01,0.01,0.0,0.0,0.0,2004-04-19
Clive Barker's Jericho,PC,Shooter,Codemasters,6.4,0.01,0.0,0.0,0.01,0.0,2007-10-23
Breach,PC,Shooter,Destineer,6.5,0.01,0.01,0.0,0.0,0.0,2011-01-26
Captain Rainbow,Wii,Adventure,Nintendo,7.0,0.01,0.0,0.01,0.0,0.0,2008-08-28
Harry Potter and the Goblet of Fire,PC,Adventure,Electronic Arts,6.7,0.01,0.0,0.0,0.01,0.0,2005-11-08
The City of Lost Children,PS,Adventure,Psygnosis,4.9,0.01,0.0,0.0,0.0,0.0,1997-05-31
Pirates of Black Cove,PC,Adventure,Paradox Interactive,5.5,0.01,0.0,0.0,0.01,0.0,2011-08-02
